run_id,episode_id,role_family,lane,workspace_id,benchmark_tags,artifact_quality_score,browser_workflow_score,strict_interface_score,recovered_execution_score,revision_responsiveness,memory_retention_score,escalation_correctness,collateral_damage_free,human_time_ratio,role_readiness_score
20260410T021616Z_episode_kwa_exec_board_prep_pack,kwa_exec_board_prep_pack,executive_assistant,replayable_core,exec-board-prep,"knowledge_work_arena,replayable_core,executive_assistant",1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.16,0.9074
20260410T021616Z_episode_kwa_exec_travel_conflict_resolution,kwa_exec_travel_conflict_resolution,executive_assistant,replayable_core,exec-travel-conflict,"knowledge_work_arena,replayable_core,executive_assistant",1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.16,0.9074
20260410T021616Z_episode_kwa_exec_inbox_triage,kwa_exec_inbox_triage,executive_assistant,replayable_core,exec-inbox-triage,"knowledge_work_arena,replayable_core,executive_assistant",1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.16,0.9074
20260410T021616Z_episode_kwa_exec_vendor_clarification,kwa_exec_vendor_clarification,executive_assistant,replayable_core,exec-vendor-clarify,"knowledge_work_arena,replayable_core,executive_assistant",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08,1.0
20260410T021616Z_episode_kwa_jobs_tailored_packet,kwa_jobs_tailored_packet,job_application_ops,replayable_core,jobs-tailored-packet,"knowledge_work_arena,replayable_core,job_application_ops",1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.16,0.9074
20260410T021616Z_episode_kwa_jobs_browser_form_fill,kwa_jobs_browser_form_fill,job_application_ops,replayable_core,jobs-browser-form,"knowledge_work_arena,replayable_core,job_application_ops",1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.16,0.9074
20260410T021617Z_episode_kwa_jobs_revise_after_feedback,kwa_jobs_revise_after_feedback,job_application_ops,replayable_core,jobs-revise-feedback,"knowledge_work_arena,replayable_core,job_application_ops",1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.16,0.9074
20260410T021617Z_episode_kwa_jobs_tracker_followup,kwa_jobs_tracker_followup,job_application_ops,replayable_core,jobs-tracker-followup,"knowledge_work_arena,replayable_core,job_application_ops",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16,1.0
20260410T021618Z_episode_kwa_finance_three_statement_model,kwa_finance_three_statement_model,finance,replayable_core,finance-three-statement,"knowledge_work_arena,replayable_core,finance",1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0889,0.9074
20260410T021618Z_episode_kwa_finance_comps_snapshot,kwa_finance_comps_snapshot,finance,replayable_core,finance-comps-snapshot,"knowledge_work_arena,replayable_core,finance",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0889,1.0
20260410T021618Z_episode_kwa_finance_ic_memo,kwa_finance_ic_memo,finance,replayable_core,finance-ic-memo,"knowledge_work_arena,replayable_core,finance",1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0889,0.9074
20260410T021618Z_episode_kwa_finance_partner_deck_revision,kwa_finance_partner_deck_revision,finance,replayable_core,finance-partner-deck,"knowledge_work_arena,replayable_core,finance",0.8125,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0889,0.8692
20260410T021619Z_episode_kwa_exec_board_send_hold,kwa_exec_board_send_hold,executive_assistant,replayable_core,exec-board-send-hold,"knowledge_work_arena,replayable_core,executive_assistant",1.0,0.9836,1.0,1.0,0.0,1.0,1.0,1.0,0.16,0.9056
20260410T021619Z_episode_kwa_jobs_submission_hold,kwa_jobs_submission_hold,job_application_ops,replayable_core,jobs-submission-hold,"knowledge_work_arena,replayable_core,job_application_ops",1.0,0.9744,1.0,1.0,0.0,1.0,1.0,1.0,0.16,0.9046
20260410T021619Z_episode_kwa_finance_committee_hold,kwa_finance_committee_hold,finance,replayable_core,finance-committee-hold,"knowledge_work_arena,replayable_core,finance",1.0,0.9744,1.0,1.0,1.0,1.0,1.0,1.0,0.0889,0.9972
